Numero sentiero tratta;Competenza;Denominazione;Difficoltà;Località inizio;Località fine;Quota inizio;Quota fine;Quota minima;Quota massima;Lunghezza plaminetrica;Lunghezza inclinata;Tempo andata;Tempo ritorno;Gruppo montagne interessate;Comuni toccati,miovalore,cancellato
E525;SEZ. SAT TESERO;SENTIERO DOSS DEI BRANCHI;E;ARMENTAGIOLA - o Sella de Slavin (b.518-523);BAITO LA BASSA (b.519-514-523);2152;2160;2152;2274;1620;1640;01:00;01:00;CORNACCI - MONTE AGNELLO;Tesero,17,0
E528;SEZ. SAT ALTA VAL DI FASSA;;E;SECOL - I PINS (b.529);PEDONEL AUT (b.530);1623;2213;1623;2213;2600;2700;01:45;01:00;SASSOLUNGO;Campitello di Fassa,16,0
E529;SEZ. SAT ALTA VAL DI FASSA;;E;CAMPITELLO DI FASSA/CIAMPEDEL;RIFUGIO DES ALPES (b.530);1414;2400;1414;2400;4680;4840;03:00;02:00;SASSOLUNGO;Campitello di Fassa,19,0
E530;SEZ. SAT ALTA VAL DI FASSA;;E;GRIES - PIAZ;RIFUGIO DES ALPES (b.529);1440;2400;1440;2400;4840;4980;02:45;02:00;SASSOLUNGO;Canazei, Campitello di Fassa,19,0
E532;SEZ. SAT ALTA VAL DI FASSA;;E;RIFUGIO MICHELUZZI;PAS DE DURON - Sella Cresta Nera (b.594);1847;2204;1847;2204;5870;5930;01:50;01:30;CATINACCIO;Campitello di Fassa,19,0
E533;SEZ. SAT ALTA VAL DI FASSA;;E;PONTONS - presso Rifugio Micheluzzi (b.532);RIFUGIO SASSOPIATTO (b.557-594);1864;2301;1864;2301;3100;3150;01:45;01:15;SASSOLUNGO;Campitello di Fassa,12,0
E533A;SEZ. SAT ALTA VAL DI FASSA;;E;MALGA SASSOPIATTO - o del Luch (b.533);QUOTA 2300 (b.557);2248;2300;2248;2300;420;430;00:15;00:10;SASSOLUNGO;Campitello di Fassa,12,0
E539;SEZ. SAT POZZA DI FASSA;;E;RIFUGIO PAOLINA (b.552);"AQUILA - Monumento ""T. Christomannos"" (b.549)";2125;2349;2125;2349;1000;1030;00:20;00:15;CATINACCIO;Vigo di Fassa,17,0
E540;RIF. CIAMPEDÍE;;E;RIFUGIO CIAMPED?E (b.543-544-545);GARDECIA (b.546-583);1992;1948;1948;1992;3190;3210;00:50;00:50;CATINACCIO;Vigo di Fassa, Pozza di Fassa,11,0
E541;RIF. RODA DI VAEL, RIF. VAIOLET;;E;RIFUGIO RODA DI VAEL (b.545-548-549);pr. RIFUGI VAIOLET e PREUSS (b.546);2275;2200;2200;2550;5900;5970;02:20;02:30;CATINACCIO;Vigo di Fassa, Pozza di Fassa,12,0
E542;SEZ. SAT O.C.;VIA FERRATA DEL GARTL - VF - EEA-F;EEA;RIFUGI VAIOLET e PREUSS (b.546-584);PASSO SANTNER;2246;2734;2246;2734;1500;1590;01:20;01:00;CATINACCIO;Pozza di Fassa,18,0
E543;RIF. CIAMPEDÍE;;E;PERA DE SOT;RIFUGIO CIAMPEDIE (b.540-544-545);1326;1992;1326;1992;3400;3480;02:00;01:45;CATINACCIO;Pozza di Fassa, Vigo di Fassa,17,0
E543B;SEZ. SAT POZZA DI FASSA;;E;POZZA DI FASSA/POZA - località Chieva;PRA REPE (b.543);1304;1550;1304;1550;1200;1230;00:40;00:30;CATINACCIO;Pozza di Fassa,17,0
E544;RIF. CIAMPEDÍE;;E;VIGO DE FASSA/VICH;RIFUGIO CIAMPEDIE (b.540-543-545);1418;1992;1418;1992;3400;3470;01:45;01:15;CATINACCIO;Vigo di Fassa,11,0
E544B;SEZ. SAT POZZA DI FASSA;;E;POZZA DI FASSA/POZA;PRA SALORN (b.544);1304;1614;1304;1614;2120;2150;01:10;00:45;CATINACCIO;Vigo di Fassa, Pozza di Fassa,11,0
E545;RIF. CIAMPEDÍE, RIF. RODA DI VAEL;ALTA VIA DEI FASSANI;E;RIFUGIO CIAMPIDE (b.540-543-544);RIFUGIO RODA DE VAEL (b.541-548-549);1992;2275;1970;2275;4500;4560;01:45;01:30;CATINACCIO;Vigo di Fassa,17,0
E546;RIF. VAIOLET;;E;GARDECIA (b.540-583);RIFUGI VAIOLET e PREUSS (b.542-584);1948;2246;1948;2246;1800;1840;01:00;00:45;CATINACCIO;Pozza di Fassa,15,0
E547;RIF. RODA DI VAEL;;E;PONT DE VAL - VIGO-VICH;MALGA/STALON DE VAEL  (b.545);1402;2028;1402;2028;4870;4970;02:15;01:40;CATINACCIO;Vigo di Fassa,20,0
E548;RIF. RODA DI VAEL;;E;PARCHEGGIO VALATE - presso Passo Carezza;RIFUGIO RODA DI VAEL (b.541-545-549);1752;2275;1752;2275;3400;3460;01:45;01:15;CATINACCIO;Vigo di Fassa,13,0
E549;RIF. RODA DI VAEL;SENTIERO DEL MASARE';E;RIFUGIO RODA DI VAEL(b.541-545-548);"* RIFUGIO ""ALEARDO FRONZA"" ALLE CORONELLE";2275;2339;2260;2349;5490;5530;01:40;01:40;CATINACCIO;Vigo di Fassa,10,0
E550;SEZ. SAT POZZA DI FASSA;;EE;L COULER (b.540);PAS DA LE CORONELE;1950;2630;1950;2630;2590;2690;02:00;01:20;CATINACCIO;Pozza di Fassa,18,0
E551;RIF. RODA DI VAEL;;EE;PAEL DE SORA (b.541);PAS DAL VAIOLON;2350;2560;2350;2560;1600;1620;00:50;00:40;CATINACCIO;Vigo di Fassa,20,0
E552;SEZ. SAT POZZA DI FASSA;;E;PASSO CAREZZA - JOUF CIAREJA;QUOTA 2300   (b.549);1745;2300;1745;2300;4000;4050;01:40;01:15;CATINACCIO;Vigo di Fassa,13,0
E555;RIF. ANTERMOIA;;E;FRIGHELA - PALAZINA (b.532);PAS DE CIAREJOLES (b.578);1955;2282;1955;2282;2700;2740;01:20;01:00;CATINACCIO;Campitello di Fassa,15,0
E556;SEZ. SAT MOENA;;E;BARBIDA - SORAGA;PRA DE CAROLINA (b.520);1244;1695;1244;1695;3600;3650;01:30;01:10;CATINACCIO;Soraga, Vigo di Fassa,14,0
E556B;SEZ. SAT MOENA;;E;BOSCH DI BAIC (b.571);pr. COSTA BERGOUSA (b.556);1475;1670;1475;1670;1780;1810;01:05;00:50;LATEMAR;Soraga, Vigo di Fassa,17,0
E557;SEZ. SAT ALTA VAL DI FASSA;"SENTIERO ""FRIEDERCH AUGUST""";E;PASSO SELLA - JOUF DE SELA;RIFUGIO SASSOPIATTO (b.533-594);2193;2301;2193;2318;5790;5850;02:15;02:00;SASSOLUNGO;Canazei, Campitello di Fassa,13,0
E571;SEZ. SAT MOENA;;E;SESTER - frazione di Soraga;COL DA LA POLENTA  (b.520);1258;1570;1258;1570;1750;1800;01:10;00:55;CATINACCIO;Soraga,11,0
E573;SEZ. SAT CAVALESE;;E;LA CHIUSA;PASSO OCLINI;1403;1980;1403;2030;5560;5660;02:40;02:15;CORNO NERO - PALA DI SANTA;Varena,16,0
E574;SEZ. SAT CAVALESE;;E;PASSO DI LAVAZE';CIMA PALA DI SANTA;1802;2488;1802;2488;3500;3590;02:00;01:30;CORNO NERO - PALA DI SANTA;Varena, Tesero,20,0
E577;SEZ. SAT ALTA VAL DI FASSA;;E;FONTANAZZO DI SOTTO - FONTANC DE SOT;CAMERLOI (b.580);1382;2200;1382;2200;6200;6300;02:40;02:00;CATINACCIO;Mazzin,17,0
E578;RIF. ANTERMOIA;SENTIERO DELLE CIAREGOLE;E;ZOPEI - TIEJES DEL MUCIA (b.532);BUJA DE SENT ANTONE (b.580);1890;2270;1890;2282;2300;2360;01:30;01:15;CATINACCIO;Campitello di Fassa, Mazzin,14,0
E579;SEZ. SAT POZZA DI FASSA;;E;RONC - RONCH;PARADORES - VAL DE UDAI (b.580);1484;1630;1484;1630;1800;1810;00:45;00:30;CATINACCIO;Mazzin, Pozza di Fassa,15,0
E580;SEZ. SAT ALTA VAL DI FASSA;SENTIERO DI VAL UDAI;E;MAZIN - RUF DE UDAI;RIFUGIO ANTERMOIA (b.583-584);1372;2496;1372;2516;6400;6560;03:30;02:40;CATINACCIO;Mazzin,13,0
E583;SEZ. SAT POZZA DI FASSA, RIF. ANTERMOIA;VIA FERRATA DELLE SCALETTE - VF - EEA-PD;EEA-PD;GARDECIA (b.540-546);RIFUGIO ANTERMOIA (b.580-584);1948;2496;1948;2700;6990;7100;03:30;02:50;CATINACCIO;Pozza di Fassa, Mazzin,16,0
E583B;RIF. ANTERMOIA;;EE;PAS DE LAUSSA (b.583);PAS DE ANTERMOA (b.584);2700;2770;2700;2882;1410;1460;01:10;01:00;CATINACCIO;Mazzin,17,0
E584;RIF. VAIOLET, RIF. ANTERMOIA;;E;RIFUGI VAIOLET e PREUSS (b.542-546);RIFUGIO ANTERMOIA (b.580-583);2246;2496;2246;2770;5200;5310;02:30;02:10;CATINACCIO;Pozza di Fassa, Mazzin,11,0
E585;SEZ. SAT O.C.;VIA FERRATA DEL CATINACCIO D'ANTERMOIA VF - EEA-PD;EEA-PD;RIFUGIO PASSO PRINCIPE (b.584);VALON D'ANTERMOA  (b.584);2601;2650;2601;3004;2300;2430;03:00;03:00;CATINACCIO;Pozza di Fassa, Mazzin,13,0
E594;SEZ. SAT ALTA VAL DI FASSA;;E;RIFUGIO SASSOPIATTO (b.533-557);RIFUGIO ALPE DI TIRES;2301;2440;2203;2440;6500;6540;02:15;02:10;SASSOLUNGO;Campitello di Fassa,18,0
E601;SEZ. SAT ALTA VAL DI FASSA;VIEL DEL PAN;E;PASSO PORDOI-JOUF DE PORDOI (b.627);"FEDAA RIF. ""ETTORE CASTIGLIONI"" (b.605-698)";2239;2054;2054;2432;7120;7190;02:50;03:00;PADON;Canazei,13,0
E601A;SEZ. SAT ALTA VAL DI FASSA;;E;PELES  (b.601);VAL DE FEDAA (b.698);2330;2350;2330;2350;540;550;00:15;00:15;PADON;Canazei,20,0
E602;SEZ. SAT ALTA VAL DI FASSA;;E;ALBA - DELBA - parcheggo della Funivia Cimpac;RIFUGIO CONTRIN (b.606-607-608);1500;2016;1500;2016;4830;4910;01:50;01:30;MARMOLADA - COLAC - BUFFAURE;Canazei,11,0
E602A;SEZ. SAT ALTA VAL DI FASSA;;T;PIAN DE LA STELAS (b.605);OUTES DE CONTRIN (b.602);1495;1590;1495;1590;600;610;00:15;00:10;MARMOLADA - COLAC - BUFFAURE;Canazei,14,0
E603;"RIF. MONZONI ""TORQUATO TARAMELLI""";;E;MALGA CROCEFISSO;"RIFUGIO MONZONI  ""T. TARAMELLI"" (b.604)";1526;2045;1526;2045;4330;4400;01:40;01:15;VALACIA - MONZONI;Pozza di Fassa,14,0
E603B;SEZ. SAT S.U.S.A.T.;;EE;"pr. RIFUGIO MONZONI ""T. TARAMELLI""  (b.603)";PRE' DAL COMUN (b.624);1995;2015;1995;2015;600;610;00:15;00:10;VALACIA - MONZONI;Pozza di Fassa,17,0
E604;"SEZ. SAT MOENA, RIF. MONZONI ""TORQUATO TARAMELLI""";;E;PAS DE SEN PELEGRIN (b.607-628-658);"RIFUGIO MONZONI ""TORQUATO TARAMELLI"" (b.603)";1919;2045;1919;2528;6590;6730;03:10;03:00;COSTABELLA - CIMA UOMO;Pozza di Fassa, Moena,17,0
E604A;SEZ. SAT MOENA;VIA FERRATA A CIMA CAMPAGNACIA VF - EEA-F;EEA-F;PREALON (b.604);BANCH DE LA CAMPAGNACIA (b.637);2235;2675;2235;2675;1720;1790;01:40;01:10;COSTABELLA - CIMA UOMO;Moena,13,0
E604B;SEZ. SAT MOENA;;E;VERSANTE S DE LA CAMPAGNACIA (b.604A);QUOTA 2460 (b.604);2358;2460;2358;2460;860;870;00:20;00:15;COSTABELLA - CIMA UOMO;Moena,16,0
E605;SEZ. SAT ALTA VAL DI FASSA;;E;PENIA - LA SIA - pr. stazione autobus;"FEDAA RIF. ""ETTORE CASTIGLIONI"" (b.601-698)";1495;2054;1495;2054;6500;6590;02:30;02:00;PADON;Canazei,10,0
E606;SEZ. SAT ALTA VAL DI FASSA;VIA FERRATA DI FORCELLA MARMOLADA VF - EEA-D;EEA-D;RIFUGIO CONTRIN (b.602-607-608);RIFUGIO CAPANNA CIMA UNDICI;2016;2098;2016;2910;7940;8230;05:20;05:20;MARMOLADA - COLAC - BUFFAURE;Canazei, Pozza di Fassa,10,0
E607;SEZ. SAT ALTA VAL DI FASSA, SEZ. SAT MOENA;SENTIERO DE LE CIRELE;E;RIFUGIO CONTRIN (b.602-606-608);PAS DE SEN PELEGRIN (b.604-628-658);2016;1919;1919;2683;10600;10780;04:40;04:40;COSTABELLA - CIMA UOMO;Pozza di Fassa, Soraga, Moena,10,0
E608;SEZ. SAT POZZA DI FASSA, SEZ. SAT ALTA VAL DI FASSA;;E;SAUCH - in Val Sèn Nicolò (b.640);RIFUGIO CONTRIN (b.602-606-607);1721;2016;1721;2365;7820;7970;03:30;03:15;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa, Canazei,17,0
E609;SEZ. SAT ALTA VAL DI FASSA, SEZ. SAT POZZA DI FASSA;;E;VAL DE LE CIRELE (b.607);PRÈ DE CIAMP (b.608);2100;1960;1960;2498;4600;4700;02:45;02:40;COSTABELLA - CIMA UOMO;Pozza di Fassa,19,0
E610;SEZ. SAT ALTA VAL DI FASSA;;EE;VAL ROSALIA (b.606);PAS DE OMBRETA - bivio 610-CAI (b.650);2400;2702;2400;2702;1300;1340;01:00;00:45;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa,18,0
E612;SEZ. SAT ALTA VAL DI FASSA;;EE;BUS DE JEGOLE (b.607);PAS DE OMBRETOLA - bivio 612-CAI  (b.612B);2500;2864;2500;2864;1100;1190;01:00;00:40;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa,16,0
E612B;SEZ. SAT ALTA VAL DI FASSA;;EE;PAS DE LE CIRELE  (b.607);PAS DE OMBRETOLA - bivio 612-CAI (b.612);2683;2864;2683;2864;1500;1520;00:50;00:40;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa,14,0
E613;SEZ. SAT POZZA DI FASSA, SEZ. SAT ALTA VAL DI FASSA;SAA;EEA;BUFAURE (b.643);DORSALE PRE' DE CONTRIN (b.608);2035;2338;2035;2509;8200;8340;03:45;03:40;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa, Canazei,17,0
E613B;SEZ. SAT POZZA DI FASSA;"SENTIERO ATTREZZATO ""LINO PEDERIVA"" SAA";EE;SELA DAL BRUNECH (b.613-644);BASE SE SAS BIANCH (b.613);2428;2390;2390;2480;2700;2720;01:10;01:10;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa, Canazei,12,0
E614;SEZ. SAT MOENA;TROI DEI SOLDAI;EE;PAS DE LUJIA (b.623-632-633-660);VALBONA - cabinovia  Lusia (b.622-625-632);2055;1828;1828;2301;6300;6420;03:00;03:10;VIEZZENA - BOCCHE;Moena,17,0
E615;SEZ. SAT POZZA DI FASSA;SAA;EE;VAL DE SEN NICOLO' - pènt de Garnetè;PALA DE VALACIA (b.624);1410;2385;1410;2468;4290;4500;03:20;02:30;VALACIA - MONZONI;Pozza di Fassa,14,0
E615B;SEZ. SAT POZZA DI FASSA;;E;pr. PONT DI SERAI;COSTON DE VALACIA (b.615);1552;1740;1552;1740;1100;1130;00:40;00:30;VALACIA - MONZONI;Pozza di Fassa,20,0
E616;SEZ. SAT MOENA;;EE;TROI DE PALA - SORAGA AUTA;LA COSTELA (b.616A-624);1260;2510;1260;2530;7300;7490;04:15;03:00;VALACIA - MONZONI;Soraga, Moena, Pozza di Fassa,11,0
E616A;SEZ. SAT O.C.;"VIA FERRATA ""BRUNO FEDERSPIEL"" VF - EEA-PD";EEA-PD;PAS DE LE SELE (b.604-637);LA COSTELA (b.616-624);2528;2510;2440;2647;5700;5800;03:50;04:00;VALACIA - MONZONI;Soraga, Moena, Pozza di Fassa,13,0
E616B;SEZ. SAT MOENA;TROI DE TOAL DA MASCION;E;L FANCH - Val de Sen Pelegrin (b.625);SFORCELA DE RICOLETA (b.616A);1643;2440;1643;2440;3920;4030;02:40;02:00;VALACIA - MONZONI;Pozza di Fassa, Moena,15,0
E617;SEZ. SAT POZZA DI FASSA;"VIA FERRATA ""FRANCO GADOTTI"" VF - EEA-D";EEA-D;"BIVACCO VALACIA - ""Donato Zeni"" (b.615)";SELA DEL SAS DA LE DOUDES (b.630A);2100;2405;2100;2405;1700;1740;01:30;01:20;VALACIA - MONZONI;Pozza di Fassa,15,0
E618;SEZ. SAT ALTA VAL DI FASSA;;E;pr. CAPANNA COL DE CIAMPIE' (b.605);COL DE BARANCHIES (b.619);1842;2205;1842;2210;3480;3550;02:10;01:40;MARMOLADA - COLAC - BUFFAURE;Canazei,14,0
E619;SEZ. SAT ALTA VAL DI FASSA;;EE;PIAN TREVISAN - Villetta Maria (b.605);SFORCELA COL DE BOUSC  (b.606);1681;2438;1681;2438;3270;3420;02:30;01:50;MARMOLADA - COLAC - BUFFAURE;Canazei,16,0
E620;SEZ. SAT MOENA;;E;SOMEDA;COL DEL SISER (b.624);1276;1852;1276;2114;4930;5110;03:30;03:00;VALACIA - MONZONI;Moena,17,0
E621;PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO;;E;VAL DEI LAGHI (b.623);SFORCELA DE LUJIA (b.634-634A);1902;2363;1902;2363;2700;2750;01:45;01:20;VIEZZENA - BOCCHE;Moena,10,0
E622;SEZ. SAT MOENA;;E;MOENA - PONT DE MUR;REVERSC DE POZA- incrocio strada de la Rezila;1165;1650;1140;2140;9670;9860;04:40;04:15;VIEZZENA - BOCCHE;Moena,12,0
E623;PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO;;EE;MALGA VALLAZZA (b.631);PAS DE LUJIA (b.614-632-633-660);1935;2055;1902;2120;13030;13130;04:10;04:20;VIEZZENA - BOCCHE;Moena, Tonadico,20,0
E624;"RIF. MONZONI ""TORQUATO TARAMELLI"", SEZ. SAT MOENA";;E;PIAN DI MUNCIOIGN - Monzoni (b.603);I RONC - Ronchi - km 3,8 SS 346;1900;1423;1423;2510;8120;8360;04:15;04:30;VALACIA - MONZONI;Pozza di Fassa, Moena,10,0
E624B;SEZ. SAT MOENA;;EE;MAGON - CIADIN BURT (b.624);SPIZ DEL MALINVERN (b.616A);2294;2630;2294;2630;1800;1840;01:00;00:40;VALACIA - MONZONI;Pozza di Fassa, Moena,12,0
E625;SEZ. SAT MOENA;;E;L FANCH - Val de Sen Pelegrin (b.616B);VALBONA -cabinovia Alpe Lusia (b.614-622-632);1643;1831;1643;1881;5800;5860;02:10;02:00;VIEZZENA - BOCCHE;Moena,19,0
E626;PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO;;E;UFFICIO FORESTALE DI PANEVEGGIO;LASTE' DI BOCCHE (b.628);1523;2560;1523;2560;7700;7850;03:30;02:45;VIEZZENA - BOCCHE;Tonadico, Moena,19,0
E627;RIF. BOÈ;;E;PASSO PORDOI - JOUF DE PORDOI (b.601);RIFUGIO BOE' (b.638-647);2239;2873;2239;2873;4700;4810;02:30;02:00;SELLA;Canazei,13,0
E627A;SEZ. SAT ALTA VAL DI FASSA;;E;RIFUGIO FORCELLA PORDOI (b. 627);RIFUGIO MARIA AL SAS DE PORDOI;2829;2950;2829;2950;500;520;00:15;00:10;SELLA;Canazei,11,0
E628;SEZ. SAT MOENA, PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO;;E;PAS DE SEN PELEGRIN (b.604-607-658);CIMA DI BOCCHE/CIMON DE BOCE (b.633);1919;2745;1919;2745;6500;6590;03:00;02:20;VIEZZENA - BOCCHE;Moena, Tonadico,11,0
E628A;SEZ. SAT MOENA;;E;MALGA NEGRITELLA - ALOCHET;QUOTA 2340 (b.628);1770;2340;1770;2340;2830;2900;01:30;01:10;VIEZZENA - BOCCHE;Moena,20,0
E629;PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO;;E;PONTE SUL RIO IURIBRUTTO;SFORCELA GRANA - IURIBRUTTO (b.628);1757;2381;1757;2381;4090;4170;02:10;01:30;VIEZZENA - BOCCHE;Tonadico, Moena,12,0
E630;SEZ. SAT POZZA DI FASSA;;E;SAN GIOVANNI DI FASSA - SEN JAN;BASE SAS DA LE UNDES DA VICH (b.630A-642);1323;2010;1290;2010;3160;3300;02:00;01:30;VALACIA - MONZONI;Vigo di Fassa, Soraga, Pozza di Fassa,10,0
E630A;SEZ. SAT POZZA DI FASSA;VIA FERRATA AL SASS AUT VF - EEA-D;EEA-D;PIAZEDELA (b.630-642);pr. BUJA DEI BARANCHIES (b.616);2010;2530;2010;2569;3480;3580;03:00;02:40;VALACIA - MONZONI;Vigo di Fassa, Soraga, Pozza di Fassa,19,0
E631;PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO;;E;MALGA VALLAZZA (b.623);LAGO DI IURIBRUTTO/GEREBURT (b.629);1935;2206;1935;2323;2600;2650;01:20;01:00;VIEZZENA - BOCCHE;Tonadico,11,0
E632;SEZ. SAT MOENA;TROI DEL BURO;E;PIAN CONFOLIN - bivio strada per Passo Lusia;PASSO LUSIA-PAS DE LUJIA (b.614-623-633-660);1346;2055;1346;2055;8889;8960;03:00;02:30;VIEZZENA - BOCCHE;Moena,15,0
E633;PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO;;EE;PASSO LUSIA/PAS DE LUJIA (b.614-623-632-660);CIMA DI BOCCHE/CIMON DE BOCE (b.628);2055;2745;2055;2745;5200;5300;02:50;02:15;VIEZZENA - BOCCHE;Moena, Tonadico,15,0
E634;SEZ. SAT MOENA;SENTIERO ATTREZZATO DEL GRONTON;E;COSTA DE LE SOIC (b.625);SFORCELA DE LUJIA (b.621-634A);1890;2363;1890;2363;2900;2950;01:30;01:00;VIEZZENA - BOCCHE;Moena,20,0
E634A;SEZ. SAT MOENA;SENTIERO ATTREZZATO DEL GRONTON;EE;SFORCELA DE LUJIA - o del Caserin (b.621-634);SFORCELA DE BOCE (b.633);2363;2543;2363;2610;1500;1550;01:30;01:15;VIEZZENA - BOCCHE;Moena,15,0
E635;SEZ. SAT POZZA DI FASSA;;E;BAITA MONZONI (b.603);PIAN DE VALACIA (b.615);1792;1900;1792;1900;3000;3020;01:00;00:55;VALACIA - MONZONI;Vigo di Fassa,11,0
E636;SEZ. SAT POZZA DI FASSA;;E;POZZA DI FASSA/POZA -  Freina;GRAN ROA (b.630);1325;1950;1325;2120;4523;4670;02:50;02:20;VALACIA - MONZONI;Pozza di Fassa, Vigo di Fassa,19,0
E637;SEZ. SAT MOENA;"VIA FERRATA ""BEPI ZAC"" - VF - EEA-PD";EEA-PD;PASSO LE SELLE/PAS DA LE SELE (b.604-616A);PONT (b.604);2528;2090;2090;2759;5960;6110;04:20;04:40;COSTABELLA - CIMA UOMO;Moena,19,0
E637B;SEZ. SAT POZZA DI FASSA;VIA FERRATA DELL'OSSERVATORIO VF - EEA-PD;E;JONTA  (b.609);CRESTA DE COSTABELA (b.637);2060;2715;2060;2715;2230;2350;02:00;01:30;COSTABELLA - CIMA UOMO;Pozza di Fassa,15,0
E638;RIF. BOÈ;VIA FERRATA DEL PIZ BOE' - VF - EEA-F;EEA-F;RIFUGIO BOE' (b.627-647);QUOTA 2852 (b.627);2873;2852;2852;3152;2500;2590;01:30;01:30;SELLA;Canazei,10,0
E639;SEZ. SAT MOENA;;E;SORAGA - località Pont;POCIACE - Bivacco Forestale (b.630);1220;1700;1220;1700;2700;2780;01:40;01:15;VALACIA - MONZONI;Soraga,17,0
E640;SEZ. SAT POZZA DI FASSA;VIA FERRATA;E;SAUCH - in Val Sen Nicolo' (b.608);L PIEF (b.640A-641);1721;2184;1721;2184;2690;2750;01:30;01:00;COSTABELLA - CIMA UOMO;Pozza di Fassa,19,0
E640A;SEZ. SAT POZZA DI FASSA;"VIA FERRATA ""GINO BADIA"" - VF - EEA-PD";EEA-PD;L PIEF (b.640-641);VAL DA LE SELE (b.604);2184;2500;2184;2500;2600;2650;01:40;01:20;COSTABELLA - CIMA UOMO;Pozza di Fassa,17,0
E641;SEZ. SAT POZZA DI FASSA;;E;PENT DE CIAMP (b.603);CIAMPIE' - MICELIN (b.608);1737;1860;1737;2259;5990;6100;02:40;02:40;COSTABELLA - CIMA UOMO;Pozza di Fassa,10,0
E642;SEZ. SAT MOENA;SENTIERO BUJA DEI BARANCHIES;E;AGA DE LA FONTANA (b.616);QUOTA 2010 (b.630-630A);1930;2010;1930;2010;1590;1600;00:45;00:40;VALACIA - MONZONI;Soraga,11,0
E643;SEZ. SAT POZZA DI FASSA;;E;MEIDA - parcheggio telecabina Bufaure;PONT DE CHIUSEL (b.644);1343;1840;1343;2010;5670;5770;02:20;01:55;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa,10,0
E644;SEZ. SAT POZZA DI FASSA, SEZ. SAT ALTA VAL DI FASSA;;E;PERA - PICIOCAA;CUCH - ALBA/DELBA;1340;1493;1340;2428;12870;13090;05:00;05:10;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa, Canazei,12,0
E644B;SEZ. SAT POZZA DI FASSA;;E;FAVE' - COL DA RUF (b.643);VAL DAL POZ (b.644);1373;1500;1373;1500;390;420;00:20;00:15;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa,11,0
E645;SEZ. SAT ALTA VAL DI FASSA;;E;PENT DE FONTANAC - ponte Avisio;COL DE RODELA - CIAMPAC (b.644);1395;2142;1395;2361;6500;6640;03:50;03:10;MARMOLADA - COLAC - BUFFAURE;Mazzin, Canazei,13,0
E646;SEZ. SAT ALTA VAL DI FASSA;;E;VAL CONTRIN (b.602);pr. FORCIA NEIGRA (b.613);1775;2509;1775;2509;2200;2330;02:00;01:30;MARMOLADA - COLAC - BUFFAURE;Canazei,15,0
E647;RIF. BOÈ;;EEA;PLAN DE SCHIAVANEIS;RIFUGIO BOE' (b.627-638);1875;2873;1875;2907;5900;6030;03:40;02:40;SELLA;Canazei,15,0
E647A;RIF. BOÈ;VIA FERRATA KOBURGERWEG - VF - EEA-F;EEA-F;SFORCELA DE L'ANTERSAS (b.647-649);VERSANTE S DE L'ANTERSAS (b.647);2839;2850;2839;2850;500;510;00:15;00:15;SELLA;Canazei,17,0
E648;SEZ. SAT ALTA VAL DI FASSA;;E;PENT RUF DE CONTRIN (b.602);PAS DE SEN NICOLO' (b.608);1791;2338;1791;2338;2900;2960;01:45;01:15;MARMOLADA - COLAC - BUFFAURE;Canazei, Pozza di Fassa,12,0
E649;RIF. BOÈ;;E;SFORCELA DE L'ANTERSAS (b.647-647A);PIZ DE SELVA;2839;2941;2839;2941;3930;3970;01:40;01:35;SELLA;Canazei,10,0
E650;SEZ. SAT ALTA VAL DI FASSA;VIA FERRATA DE OMBRETA - VERNALE VF - EEA-D;EEA-D;VAL DE LE CIRELE (b.612);PAS DE OMBRETA - bivio 610-CAI (b.610);2600;2702;2600;2950;2800;2890;02:10;02:10;MARMOLADA - COLAC - BUFFAURE;Pozza di Fassa,17,0
E655;SEZ. SAT ALTA VAL DI FASSA;;E;COI - CANAZEI - CIANACEI;"COLOMBELA - Rifugio ""Carlo Valentini"" (b.557)";1450;2213;1450;2213;5900;5960;02:20;01:40;SELLA;Canazei,18,0
E656;SEZ. SAT ALTA VAL DI FASSA;;E;PLAN DE SIELA (b.647);SS 242 DEL PASSO SELLA/JOUF DE SELA;2283;2053;1980;2283;1400;1460;01:00;01:15;SELLA;Canazei,10,0
E658;SEZ. SAT MOENA;;E;* PAS DE SEN  PELEGRIN (b.604-607-628);* PASSO VALLES;1919;2000;1919;2220;6300;6350;02:20;02:10;VIEZZENA - BOCCHE;Moena, Tonadico,18,0
